bbcid,system,summary,hallucination_type,hallucinated_span,hallucinated_span_start,hallucinated_span_end,worker_id,start,end
40726537,BERTS2S,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.,intrinsic,next,76,80,wid_2,guy martin has confirmed he will not race in the honda honda honda bike at ,year\'s isle of man tt.
40726537,BERTS2S,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s isle of man tt.,intrinsic,isle of man,88,99,wid_2,guy martin has confirmed he will not race in the honda honda honda bike at next year\'s, tt.
32280676,BERTS2S,nigeria\'s main opposition party has suffered its biggest defeat since the end of the country\'s four-year elections.,extrinsic,main opposition party,11,32,wid_0,nigeria\'s, has suffered its biggest defeat since the end of the country\'s four-year elections.
32280676,BERTS2S,nigeria\'s main opposition party has suffered its biggest defeat since the end of the country\'s four-year elections.,extrinsic,end of the country\'s four-year elections,75,115,wid_0,nigeria\'s main opposition party has suffered its biggest defeat since the,s.
32280676,BERTS2S,nigeria\'s main opposition party has suffered its biggest defeat since the end of the country\'s four-year elections.,extrinsic,end of the country\'s four-year elections,75,115,wid_1,nigeria\'s main opposition party has suffered its biggest defeat since the,s.
32280676,BERTS2S,nigeria\'s main opposition party has suffered its biggest defeat since the end of the country\'s four-year elections.,extrinsic,end of the country\'s four-year elections,75,115,wid_2,nigeria\'s main opposition party has suffered its biggest defeat since the,s.
38285834,BERTS2S,"one of indonesia\'s largest suppliers of palm oil, olamme, has been accused of deliberately deliberately using palm oil to burn crops in indonesia.",extrinsic,one of indonesia\'s largest suppliers,1,37,wid_0,," of palm oil, olamme, has been accused of deliberately deliberately using palm oil to burn crops in indonesia."
38285834,BERTS2S,"one of indonesia\'s largest suppliers of palm oil, olamme, has been accused of deliberately deliberately using palm oil to burn crops in indonesia.",extrinsic,one of indonesia\'s largest suppliers,1,37,wid_1,," of palm oil, olamme, has been accused of deliberately deliberately using palm oil to burn crops in indonesia."
38285834,BERTS2S,"one of indonesia\'s largest suppliers of palm oil, olamme, has been accused of deliberately deliberately using palm oil to burn crops in indonesia.",intrinsic,"olamme, has been accused of deliberately deliberately using palm oil to burn crops",51,133,wid_2,"one of indonesia\'s largest suppliers of palm oil,", in indonesia.
37203942,BERTS2S,a restaurant in los angeles in america has opened its first dog-eating restaurant.,extrinsic,a restaurant in los angeles in america has opened its first dog-eating restaurant,1,82,wid_0,,
37203942,BERTS2S,a restaurant in los angeles in america has opened its first dog-eating restaurant.,extrinsic,a restaurant in los angeles in america has opened its first dog-eating restaurant,1,82,wid_1,,
37203942,BERTS2S,a restaurant in los angeles in america has opened its first dog-eating restaurant.,extrinsic,los angeles in america,17,39,wid_2,a restaurant in ,has opened its first dog-eating restaurant.
37203942,BERTS2S,a restaurant in los angeles in america has opened its first dog-eating restaurant.,intrinsic,has opened its first dog-eating restaurant,40,82,wid_2,a restaurant in los angeles in america ,
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,intrinsic,huddersfield town striker fernando,1,35,wid_0,,mourinho is a doubt for saturday\'s game against huddersfield.
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,extrinsic,mourinho,36,44,wid_0,huddersfield town striker fernando ,is a doubt for saturday\'s game against huddersfield.
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,extrinsic,saturday\'s game against huddersfield,60,96,wid_0,huddersfield town striker fernando mourinho is a doubt for ,.
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,intrinsic,huddersfield town striker fernando,1,35,wid_1,,mourinho is a doubt for saturday\'s game against huddersfield.
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,extrinsic,mourinho,36,44,wid_1,huddersfield town striker fernando ,is a doubt for saturday\'s game against huddersfield.
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,extrinsic,saturday\'s game against huddersfield,60,96,wid_1,huddersfield town striker fernando mourinho is a doubt for ,.
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,intrinsic,huddersfield town striker fernando,1,35,wid_2,,mourinho is a doubt for saturday\'s game against huddersfield.
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,extrinsic,mourinho,36,44,wid_2,huddersfield town striker fernando ,is a doubt for saturday\'s game against huddersfield.
39605527,BERTS2S,huddersfield town striker fernando mourinho is a doubt for saturday\'s game against huddersfield.,extrinsic,saturday\'s game against huddersfield,60,96,wid_2,huddersfield town striker fernando mourinho is a doubt for ,.
35345872,BERTS2S,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the country\'s government.",extrinsic,search service,37,51,wid_0,google has lifted a ban on google\'s," in pakistan, which has been blocked by the country\'s government."
35345872,BERTS2S,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the country\'s government.",intrinsic,country\'s government,95,115,wid_0,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the",t.
35345872,BERTS2S,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the country\'s government.",extrinsic,search service,37,51,wid_1,google has lifted a ban on google\'s," in pakistan, which has been blocked by the country\'s government."
35345872,BERTS2S,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the country\'s government.",intrinsic,country\'s government,95,115,wid_1,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the",t.
35345872,BERTS2S,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the country\'s government.",extrinsic,search service,37,51,wid_2,google has lifted a ban on google\'s," in pakistan, which has been blocked by the country\'s government."
35345872,BERTS2S,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the country\'s government.",intrinsic,country\'s government,95,115,wid_2,"google has lifted a ban on google\'s search service in pakistan, which has been blocked by the",t.
35521849,BERTS2S,the head of football\'s world governing body the football association of america ( lfa ) has warned that a member of the governing body may lose his,,,-1,-1,wid_0,the head of football\'s world governing body the football association of america ( lfa ) has warned that a member of the governing body may lose h,s
35521849,BERTS2S,the head of football\'s world governing body the football association of america ( lfa ) has warned that a member of the governing body may lose his,,,-1,-1,wid_1,the head of football\'s world governing body the football association of america ( lfa ) has warned that a member of the governing body may lose h,s
35521849,BERTS2S,the head of football\'s world governing body the football association of america ( lfa ) has warned that a member of the governing body may lose his,,,-1,-1,wid_2,the head of football\'s world governing body the football association of america ( lfa ) has warned that a member of the governing body may lose h,s
33548633,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",extrinsic,scrapyard in pembrokeshire,50,76,wid_0,the deaths of two men who died after a fire at a ,"are being treated as "" suspicious "", police have said."
33548633,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",extrinsic,suspicious,100,110,wid_0,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" ",""", police have said."
33548633,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",extrinsic,"scrapyard in pembrokeshire are being treated as "" suspicious "", police have said",50,130,wid_1,the deaths of two men who died after a fire at a ,
33548633,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",extrinsic,scrapyard in pembrokeshire,50,76,wid_2,the deaths of two men who died after a fire at a ,"are being treated as "" suspicious "", police have said."
33548633,BERTS2S,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" suspicious "", police have said.",extrinsic,suspicious,100,110,wid_2,"the deaths of two men who died after a fire at a scrapyard in pembrokeshire are being treated as "" ",""", police have said."
32278778,BERTS2S,the confederation of african football ( caf ) and morocco have returned to the competition after a row in the confederation of african football broke down.,extrinsic,broke down,145,155,wid_0,the confederation of african football ( caf ) and morocco have returned to the competition after a row in the confederation of african football ,
